X,Y,OBJECTID,CODE_OBJECT,ROEPNAAM_ZZ_OBJECT,NAAM_ZAAL,HOOFDFUNCTIE_ACTIVITEITSTYPE,MAX_ZITTEND,MAX_STAAND,ORIG_FID
488772.316809025,6663025.47674188,100659,0000008520,De Zeester,Terras,"Feest, Vergader",250,250,375
488772.316809025,6663025.47674188,100660,0000008520,De Zeester,Kleine Zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",35,35,376
489963.450768022,6661379.5103047,100661,0000024193,Cargo Club,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader",200,800,377
492668.839191016,6662426.63843421,100662,0000024184,La Gare 27,Club,"Feest, Hobby, Repetitie, Vergader, Vergader1",80,400,378
492668.839191016,6662426.63843421,100663,0000024184,La Gare 27,Bar,"Feest, Hobby, Repetitie, Vergader, Vergader1",50,150,379
492668.839191016,6662426.63843421,100664,0000024184,La Gare 27,Gebouw,"Feest, Hobby, Repetitie, Vergader, Vergader1",80,500,380
485479.469958502,6652914.9901069,100665,0000008524,Salons Prestige,Grote Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",375,375,381
485479.469958502,6652914.9901069,100666,0000008524,Salons Prestige,Polyvalente Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",100,100,382
491057.291922385,6661507.21093501,100667,0000025648,HAVN,Café,"Feest, Vergader, Vergader1",25,25,383
496062.125027881,6660462.70415628,100668,0000023752,Rozenboom,Cafetaria,"Feest, Hobby, Repetitie, Vergader, Vergader1",100,150,384
496062.125027881,6660462.70415628,100669,0000023752,Rozenboom,Veranda,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",20,25,385
496062.125027881,6660462.70415628,100670,0000023752,Rozenboom,Vergaderzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",10,15,386
486588.553661984,6653694.87277657,100671,0000011139,De Twee Jossen,Theaterruimte,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",149,149,387
486588.553661984,6653694.87277657,100672,0000011139,De Twee Jossen,Cafe Den helder van geest,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",49,49,388
486588.553661984,6653694.87277657,100673,0000011139,De Twee Jossen,Zaal eerste verdieping,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,49,389
491184.037209511,6669565.36230568,100674,0000008398,Jeugd en Ontmoetingscentrum Rozemaai,Zaal,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",49,49,390
487216.545766242,6652919.02583829,100675,0000012958,Valaarhof,Snek,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",80,120,391
487216.545766242,6652919.02583829,100676,0000012958,Valaarhof,Zaal Van Roey,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",100,250,392
487216.545766242,6652919.02583829,100677,0000012958,Valaarhof,Bosuil,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",80,100,393
491025.757280912,6669540.62392898,100678,0000001280,Jeugd en Cultuur,Chalet,"Feest, Hobby, Sport, Vergader, Vergader1",80,80,394
491025.757280912,6669540.62392898,100679,0000001280,Jeugd en Cultuur,Petanquezaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",199,199,395
491025.757280912,6669540.62392898,100680,0000001280,Jeugd en Cultuur,Minigolf,"Feest, Sport",,120,396
490172.051253377,6662502.46002864,100681,0000020467,Oona,Magazijn Sanba,"Feest, Hobby, Repetitie, Vergader, Vergader1",80,250,397
493624.837416539,6654985.99010695,100682,0000022498,De Veldekens,Cafetaria,"Feest, Repetitie",78,300,398
493624.837416539,6654985.99010695,100683,0000022498,De Veldekens,Polyvalente ruimte,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",12,20,399
493624.837416539,6654985.99010695,100684,0000022498,De Veldekens,Lounge,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",15,30,400
489382.767837083,6659231.35216218,100685,0000000126,Habbekrats,VIP-ruimte,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",25,50,401
489382.767837083,6659231.35216218,100686,0000000126,Habbekrats,Heldenplein,"Feest, Hobby, Religiebeleving, Repetitie, Sport",,100,402
492410.918217663,6665351.39063514,100687,0000003900,Schouwburg Luchtbal,Theaterzaal,"Feest, Repetitie, Vergader, Vergader1",,,403
494684.335733766,6663757.29062206,100688,0000023651,'t Dokske,Combinatie cafetaria + kleine zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",100,140,404
494684.335733766,6663757.29062206,100689,0000023651,'t Dokske,Kleine zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",30,50,405
494684.335733766,6663757.29062206,100690,0000023651,'t Dokske,Kelderruimte,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",25,40,406
493656.259077962,6659494.15155192,100691,0000011121,Eco-café,Verbruikerszaal,"Feest, Repetitie, Vergader",30,100,407
492161.766497788,6658245.27071472,100692,0000020352,Agataal Taalopleidingen,Lokaal Geel,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",20,30,408
492161.766497788,6658245.27071472,100693,0000020352,Agataal Taalopleidingen,Lokaal Oranje,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",25,30,409
492161.766497788,6658245.27071472,100694,0000020352,Agataal Taalopleidingen,Lokaal Turkoois,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",25,30,410
492161.766497788,6658245.27071472,100695,0000020352,Agataal Taalopleidingen,Lokaal Roze,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",20,25,411
492161.766497788,6658245.27071472,100696,0000020352,Agataal Taalopleidingen,Lokaal Paars,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",20,30,412
492161.766497788,6658245.27071472,100697,0000020352,Agataal Taalopleidingen,Lokaal Groen,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",20,30,413
492161.766497788,6658245.27071472,100698,0000020352,Agataal Taalopleidingen,Lokaal Blauw,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",20,30,414
492161.766497788,6658245.27071472,100699,0000020352,Agataal Taalopleidingen,Patio,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",50,128,415
489646.351187979,6660388.76307718,100700,0000000418,Fakkelteater,Keldertheater,"Feest, Repetitie, Vergader, Vergader1",,,416
489646.351187979,6660388.76307718,100701,0000000418,Fakkelteater,Rode Zaal,"Feest, Repetitie, Vergader, Vergader1",,,417
489646.351187979,6660388.76307718,100702,0000000418,Fakkelteater,Zwarte Zaal,"Feest, Repetitie, Vergader, Vergader1",,,418
489646.351187979,6660388.76307718,100703,0000000418,Fakkelteater,Theatercafé,"Feest, Hobby, Vergader, Vergader1",185,185,419
489646.351187979,6660388.76307718,100704,0000000418,Fakkelteater,Foyer Zwarte Zaal,"Feest, Hobby, Vergader, Vergader1",110,110,420
494687.851080183,6660040.94319253,100705,0000003481,Matterhorn vzw,Grote zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,49,421
494687.851080183,6660040.94319253,100706,0000003481,Matterhorn vzw,Kleine zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",,49,422
494687.851080183,6660040.94319253,100707,0000003481,Matterhorn vzw,Bovenzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,49,423
493553.810794536,6665265.87561702,100708,0000011629,De Cluyse,Grote zaal,"Feest, Hobby, Sport, Vergader, Vergader1",140,140,424
493553.810794536,6665265.87561702,100709,0000011629,De Cluyse,Kleine zaal,"Feest, Hobby, Sport, Vergader, Vergader1",60,60,425
493553.810794536,6665265.87561702,100710,0000011629,De Cluyse,Combinatie grote + kleine zaal,"Feest, Hobby, Sport, Vergader, Vergader1",120,200,426
496436.652793748,6658053.95301109,100711,0000023680,Arena,Polyvalente zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",20,30,427
496436.652793748,6658053.95301109,100712,0000023680,Arena,Cafetaria,"Feest, Hobby, Repetitie",60,80,428
496436.652793748,6658053.95301109,100713,0000023680,Arena,Bibliotheekzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",8,10,429
494511.10737513,6659347.06367028,100714,0000021566,Tafeltennisclub AFP,Cafetaria,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",60,80,430
494511.10737513,6659347.06367028,100715,0000021566,Tafeltennisclub AFP,Pingpongzaal eerste verdieping,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader",100,200,431
494511.10737513,6659347.06367028,100716,0000021566,Tafeltennisclub AFP,Pingpongzaal beneden,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader",100,200,432
491534.994872278,6656634.09639291,100717,0000023728,Brouwerij De Koninck,Duvelbar,"Feest, Hobby, Repetitie, Vergader, Vergader1",100,100,433
491534.994872278,6656634.09639291,100718,0000023728,Brouwerij De Koninck,Vip-kelder,"Feest, Hobby, Repetitie, Vergader, Vergader1",25,25,434
491534.994872278,6656634.09639291,100719,0000023728,Brouwerij De Koninck,Brouwershuis,"Feest, Hobby, Repetitie, Vergader, Vergader1",80,80,435
491534.994872278,6656634.09639291,100720,0000023728,Brouwerij De Koninck,De Koninck bar,"Feest, Hobby, Repetitie, Vergader, Vergader1",50,50,436
489119.689852659,6661944.50046674,100721,0000008316,Royal Clubhouse,Library,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",20,45,437
489119.689852659,6661944.50046674,100722,0000008316,Royal Clubhouse,Wardroom,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",25,50,438
489119.689852659,6661944.50046674,100723,0000008316,Royal Clubhouse,Tent,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",,160,439
489119.689852659,6661944.50046674,100724,0000008316,Royal Clubhouse,Hangar,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",,1500,440
481247.182638925,6683187.69905325,100725,0000013408,Molengeest,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",150,150,441
493830.511864405,6659833.208772,100726,0000021452,KRAS Jeugwerk Borgerhout,Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",60,150,442
490156.683333934,6659529.19835447,100727,0000000338,Kavka,Game Box,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",50,80,443
490156.683333934,6659529.19835447,100728,0000000338,Kavka,Exporuimte,"Feest, Hobby, Vakantieactiviteit",20,20,444
490156.683333934,6659529.19835447,100729,0000000338,Kavka,Concertzaal,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",,355,445
490156.683333934,6659529.19835447,100730,0000000338,Kavka,Kaffee,"Feest, Vakantieactiviteit, Vergader",50,75,446
490935.257597772,6662815.63947867,100731,0000024182,Antwerp Engineering Company,Grote zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",190,800,447
490935.257597772,6662815.63947867,100732,0000024182,Antwerp Engineering Company,Kleine zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",50,250,448
490935.257597772,6662815.63947867,100733,0000024182,Antwerp Engineering Company,Mezzanine,"Feest, Hobby, Repetitie, Vergader, Vergader1",30,70,449
490935.257597772,6662815.63947867,100734,0000024182,Antwerp Engineering Company,Patio,"Feest, Hobby, Repetitie, Vergader, Vergader1",,100,450
490935.257597772,6662815.63947867,100735,0000024182,Antwerp Engineering Company,Modulair,"Feest, Hobby, Repetitie, Vergader, Vergader1",250,900,451
490400.517622752,6661832.56345747,100736,0000006523,MAS Havenpaviljoen,Silo,"Feest, Hobby, Repetitie",,100,452
490247.240304814,6661406.99145637,100737,0000024195,Café d'Anvers,Zaal,"Feest, Hobby, Repetitie, Vergader",300,630,453
490247.240304814,6661406.99145637,100738,0000024195,Café d'Anvers,Bovenruimte,"Feest, Hobby, Repetitie, Vergader",70,120,454
484900.748432916,6649917.0947501,100739,0000023256,Scouts 28 Zaoeja,'t Macadammeke,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",130,200,455
484262.404315066,6652995.613096,100740,0000008495,Moretus Centrum,Grote Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",150,250,456
484262.404315066,6652995.613096,100741,0000008495,Moretus Centrum,Zomerzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",30,60,457
484262.404315066,6652995.613096,100742,0000008495,Moretus Centrum,Café van Maria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",40,40,458
494163.370636737,6660076.22231939,100743,0000023259,Den Drossaert,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",80,98,459
492302.104715025,6656678.93567354,100744,0000008191,Extra City,Café,"Feest, Hobby, Vergader, Vergader1",49,,460
492170.99205699,6665877.09103305,100745,0000008470,Café Centrum,Café,"Feest, Repetitie",70,200,461
492170.99205699,6665877.09103305,100746,0000008470,Café Centrum,Zaaltje,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",70,100,462
491290.798521075,6653966.43185997,100747,0000000312,Antwerp Cricket Centre,Polyvalente zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",49,49,463
491290.798521075,6653966.43185997,100748,0000000312,Antwerp Cricket Centre,Cafetaria,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",40,40,464
488634.177658475,6658665.56217552,100749,0000023675,Café Local,Ball Room,"Feest, Hobby, Repetitie, Vergader, Vergader1",220,700,465
488634.177658475,6658665.56217552,100750,0000023675,Café Local,Balkon,"Feest, Hobby, Repetitie, Vergader, Vergader1",140,140,466
488634.177658475,6658665.56217552,100751,0000023675,Café Local,Mercado,"Feest, Hobby, Vergader, Vergader1",70,200,467
494677.186215946,6659243.27699053,100752,0000001381,COC 't Werkhuys,Kaffee gelijkvloers,"Feest, Hobby, Repetitie, Vergader",80,90,468
483829.10850883,6660066.24105323,100753,0000000485,FC Turk Sport,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",100,250,469
491468.389997537,6660869.06879019,100754,0000007979,Apostolatus Maris Antwerpen,Koopvaardijzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",100,120,470
